wavelength flux
7913.9375 19557.14
7915.1875 22781.11
7916.4375 18419.34
7917.6875 16642.36
7918.9375 16739.41
7920.1875 17165.47
7921.4375 18613.07
7922.6875 20442.41
7923.9375 18038.28
7925.1875 17938.28
7926.4375 17832.61
7927.6875 17090.38
7928.9375 16316.28
7930.1875 16759.59
7931.4375 18017.93
7932.6875 19074.67
7933.9375 17737.95
7935.1875 17313.75
7936.4375 17600.72
7937.6875 17587.31
7938.9375 17348.2
7940.1875 17480.76
7941.4375 17386.36
7942.6875 17317.0
7943.9375 17333.88
7945.1875 17215.04
7946.4375 16903.66
7947.6875 16267.49
7948.9375 17616.08
7950.1875 18830.9
7951.4375 17907.3
7952.6875 17484.29
7953.9375 17138.11
7955.1875 16931.12
7956.4375 17075.95
7957.6875 17279.85
7958.9375 16978.36
7960.1875 16910.51
7961.4375 16349.83
7962.6875 15906.82
7963.9375 17787.78
7965.1875 19317.1
7966.4375 20069.34
7967.6875 16807.67
7968.9375 17217.89
7970.1875 17388.49
7971.4375 16737.67
7972.6875 16515.13
7973.9375 16705.79
7975.1875 16475.68
7976.4375 16415.82
7977.6875 16815.41
7978.9375 17219.56
7980.1875 17787.76
7981.4375 18158.46
7982.6875 17378.74
7983.9375 16794.16
7985.1875 16790.17
7986.4375 17318.57
7987.6875 17069.91
7988.9375 17053.38
7990.1875 16286.15
7991.4375 16266.9
7992.6875 17650.37
7993.9375 20465.49
7995.1875 20747.16
7996.4375 17748.62
7997.6875 16968.81
7998.9375 17127.06
8000.1875 16833.21
8001.4375 17012.32
8002.6875 17284.89
8003.9375 17654.65
8005.1875 17653.26
8006.4375 17030.09
8007.6875 17011.22
8008.9375 17469.28
8010.1875 17306.64
8011.4375 16463.37
8012.6875 16531.06
8013.9375 17263.03
8015.1875 18110.52
8016.4375 17395.7
8017.6875 16972.41
8018.9375 17445.34
8020.1875 17653.92
8021.4375 17246.69
8022.6875 16354.54
8023.9375 15771.6
8025.1875 16999.81
8026.4375 19456.96
8027.6875 19068.89
8028.9375 17307.15
8030.1875 17218.24
8031.4375 16987.89
8032.6875 16997.87
8033.9375 16754.82
8035.1875 17278.27
8036.4375 17487.32
8037.6875 17138.84
8038.9375 17012.2
8040.1875 17186.18
8041.4375 17501.86
8042.6875 17415.36
8043.9375 16935.33
8045.1875 17349.15
8046.4375 17304.2
8047.6875 17347.52
8048.9375 17035.18
8050.1875 16970.32
8051.4375 17510.39
8052.6875 18129.89
8053.9375 18189.98
8055.1875 17363.59
8056.4375 17276.97
8057.6875 17244.92
8058.9375 16577.11
8060.1875 16298.9
8061.4375 16500.31
8062.6875 17368.43
8063.9375 18110.53
8065.1875 17243.84
8066.4375 17373.76
8067.6875 17399.43
8068.9375 17311.7
8070.1875 17564.1
8071.4375 17412.26
8072.6875 17477.8
8073.9375 17046.1
8075.1875 17184.32
8076.4375 17476.19
8077.6875 17381.03
8078.9375 17155.85
8080.1875 16998.79
8081.4375 16678.99
8082.6875 16490.41
8083.9375 16488.98
8085.1875 16439.79
8086.4375 17099.54
8087.6875 17135.26
8088.9375 17282.29
8090.1875 17026.19
8091.4375 16747.39
8092.6875 17137.82
8093.9375 17736.87
8095.1875 17574.41
8096.4375 17149.45
8097.6875 16826.31
8098.9375 16576.23
8100.1875 16721.96
8101.4375 16708.7
8102.6875 17316.27
8103.9375 17531.95
8105.1875 16974.42
8106.4375 16792.77
8107.6875 16620.04
8108.9375 16562.9
8110.1875 16521.4
8111.4375 16702.76
8112.6875 16231.17
8113.9375 16340.41
8115.1875 16784.75
8116.4375 17149.01
8117.6875 16864.15
8118.9375 16696.12
8120.1875 16702.45
8121.4375 16367.34
8122.6875 16329.51
8123.9375 16478.72
8125.1875 16932.56
8126.4375 16322.2
8127.6875 15949.21
8128.9375 16202.41
8130.1875 15797.22
8131.4375 16210.37
8132.6875 17140.59
8133.9375 16365.54
8135.1875 16073.28
8136.4375 16377.81
8137.6875 16712.41
8138.9375 16731.72
8140.1875 16963.59
8141.4375 16925.18
8142.6875 16682.76
8143.9375 17151.12
8145.1875 16549.74
8146.4375 16657.01
8147.6875 16942.81
8148.9375 17087.45
8150.1875 16852.4
8151.4375 16650.71
8152.6875 16789.01
8153.9375 16481.86
8155.1875 16616.19
8156.4375 17033.5
8157.6875 16454.03
8158.9375 16761.58
8160.1875 17084.91
8161.4375 16955.33
8162.6875 17127.24
8163.9375 17115.77
8165.1875 16577.98
8166.4375 17055.75
8167.6875 16983.27
8168.9375 16766.05
8170.1875 16045.59
8171.4375 16803.42
8172.6875 17434.06
8173.9375 16979.19
8175.1875 17317.63
8176.4375 17079.02
8177.6875 16506.05
8178.9375 16196.79
8180.1875 16834.47
8181.4375 16686.24
8182.6875 16556.13
8183.9375 16924.4
8185.1875 16741.51
8186.4375 16728.64
8187.6875 16709.09
8188.9375 17039.99
8190.1875 16591.77
8191.4375 17108.13
8192.6875 16397.98
8193.9375 16485.79
8195.1875 16983.91
8196.4375 17329.95
8197.6875 16623.59
8198.9375 16529.9
8200.1875 16841.78
8201.4375 16516.9
8202.6875 16684.51
8203.9375 16850.3
8205.1875 16632.11
8206.4375 16693.63
8207.6875 16818.92
8208.9375 16953.13
8210.1875 16751.1
8211.4375 16459.03
8212.6875 16571.77
8213.9375 16847.46
8215.1875 16988.9
8216.4375 17035.67
8217.6875 16530.37
8218.9375 15939.54
8220.1875 16432.66
8221.4375 16327.12
8222.6875 16711.63
8223.9375 16808.21
8225.1875 17547.62
8226.4375 17161.86
8227.6875 16316.17
8228.9375 16321.46
8230.1875 16806.81
8231.4375 15763.09
8232.6875 15468.95
8233.9375 16241.1
8235.1875 16645.0
8236.4375 16457.58
8237.6875 16252.55
8238.9375 16208.41
8240.1875 15930.4
8241.4375 16235.95
8242.6875 16214.79
8243.9375 15892.82
8245.1875 15916.67
8246.4375 16334.11
8247.6875 16741.47
8248.9375 16525.58
8250.1875 16307.38
8251.4375 16275.41
8252.6875 17157.03
8253.9375 17394.87
8255.1875 16402.23
8256.4375 15782.52
8257.6875 15767.55
8258.9375 16562.98
8260.1875 16900.09
8261.4375 17080.67
8262.6875 16737.25
8263.9375 16325.52
8265.1875 16142.45
8266.4375 16522.52
8267.6875 16301.15
8268.9375 16200.59
8270.1875 16187.93
8271.4375 16142.26
8272.6875 16129.49
8273.9375 15919.83
8275.1875 15858.22
8276.4375 15356.38
8277.6875 15611.26
8278.9375 16728.35
8280.1875 16690.84
8281.4375 16839.21
8282.6875 17766.57
8283.9375 17191.13
8285.1875 15355.97
8286.4375 15096.17
8287.6875 15934.77
8288.9375 16880.86
8290.1875 17681.02
8291.4375 16496.73
8292.6875 15648.24
8293.9375 14688.05
8295.1875 14444.22
8296.4375 15531.67
8297.6875 16176.39
8298.9375 17954.07
8300.1875 19122.24
8301.4375 17176.68
8302.6875 16306.98
8303.9375 15867.96
8305.1875 15814.9
8306.4375 15215.62
8307.6875 15632.83
8308.9375 15387.07
8310.1875 15794.4
8311.4375 16333.4
8312.6875 16459.2
8313.9375 15563.98
8315.1875 15493.76
8316.4375 15339.76
8317.6875 15543.64
8318.9375 15928.49
8320.1875 16124.92
8321.4375 14802.62
8322.6875 15612.93
8323.9375 16438.65
8325.1875 16457.71
8326.4375 15726.09
8327.6875 15363.44
8328.9375 15789.39
8330.1875 15619.57
8331.4375 15042.32
8332.6875 14921.3
8333.9375 15156.15
8335.1875 14865.49
8336.4375 15608.05
8337.6875 15826.62
8338.9375 15111.49
8340.1875 14414.97
8341.4375 13709.7
8342.6875 14611.67
8343.9375 17693.36
8345.1875 19807.57
8346.4375 20792.74
8347.6875 15536.59
8348.9375 13911.29
8350.1875 14179.84
8351.4375 14519.66
8352.6875 16075.51
8353.9375 17555.29
8355.1875 16520.1
8356.4375 15216.49
8357.6875 14766.45
8358.9375 14833.0
8360.1875 15338.83
8361.4375 15420.76
8362.6875 14136.42
8363.9375 14044.08
8365.1875 15204.79
8366.4375 15778.1
8367.6875 14899.85
8368.9375 14832.7
8370.1875 15179.01
8371.4375 15255.4
8372.6875 15219.75
8373.9375 14485.33
8375.1875 14536.85
8376.4375 14501.6
8377.6875 14321.5
8378.9375 14355.32
8380.1875 14436.51
8381.4375 15224.54
8382.6875 16576.31
8383.9375 17435.45
8385.1875 15208.93
8386.4375 14457.59
8387.6875 14596.13
8388.9375 14731.7
8390.1875 14830.38
8391.4375 14938.81
8392.6875 15206.97
8393.9375 15031.72
8395.1875 14951.92
8396.4375 14885.85
8397.6875 15079.19
8398.9375 16486.65
8400.1875 19482.3
8401.4375 17611.51
8402.6875 14599.53
8403.9375 14443.38
8405.1875 14957.29
8406.4375 14721.49
8407.6875 14632.62
8408.9375 14542.34
8410.1875 14861.33
8411.4375 15415.96
8412.6875 14903.74
8413.9375 14776.11
8415.1875 15244.48
8416.4375 16543.68
8417.6875 15618.96
8418.9375 14664.32
8420.1875 14304.16
8421.4375 14007.12
8422.6875 14423.48
8423.9375 14487.36
8425.1875 13856.82
8426.4375 13321.44
8427.6875 13089.47
8428.9375 14793.73
8430.1875 18027.62
8431.4375 21682.74
8432.6875 17626.13
8433.9375 14572.64
8435.1875 14688.13
8436.4375 14833.64
8437.6875 14742.0
8438.9375 14666.75
8440.1875 14611.95
8441.4375 14784.9
8442.6875 14598.55
8443.9375 14747.03
8445.1875 14845.67
8446.4375 15039.48
8447.6875 14920.49
8448.9375 14177.25
8450.1875 14368.15
8451.4375 15626.68
8452.6875 16267.94
8453.9375 16914.05
8455.1875 15153.59
8456.4375 14616.34
8457.6875 14465.89
8458.9375 14636.89
8460.1875 14530.95
8461.4375 13842.93
8462.6875 13104.97
8463.9375 13433.81
8465.1875 15432.42
8466.4375 18853.7
8467.6875 17363.75
8468.9375 14668.74
8470.1875 14144.17
8471.4375 13853.3
8472.6875 13540.18
8473.9375 13655.2
8475.1875 15232.74
8476.4375 15935.53
8477.6875 14502.2
8478.9375 14064.72
8480.1875 14507.82
8481.4375 14638.67
8482.6875 15114.4
8483.9375 16243.2
8485.1875 16566.89
8486.4375 15030.66
8487.6875 14434.09
8488.9375 14228.06
8490.1875 14017.28
8491.4375 13341.81
8492.6875 14195.0
8493.9375 15128.78
8495.1875 15243.89
8496.4375 14626.99
8497.6875 14677.52
8498.9375 14515.76
8500.1875 14241.46
8501.4375 13735.8
8502.6875 12654.87
8503.9375 14351.42
8505.1875 16733.69
8506.4375 17259.35
8507.6875 14514.84
8508.9375 13808.06
8510.1875 13747.36
8511.4375 14092.84
8512.6875 14180.38
8513.9375 14300.11
8515.1875 14312.82
8516.4375 14295.77
8517.6875 13976.46
8518.9375 14108.74
8520.1875 14075.99
8521.4375 14041.99
8522.6875 14329.8
8523.9375 14521.18
8525.1875 14218.88
8526.4375 14140.76
8527.6875 13898.12
8528.9375 14411.48
8530.1875 14312.87
8531.4375 14215.11
8532.6875 13663.54
8533.9375 13080.78
8535.1875 12362.76
8536.4375 11398.14
8537.6875 12012.5
8538.9375 13633.89
8540.1875 15896.16
8541.4375 15626.27
8542.6875 14331.35
8543.9375 13690.55
8545.1875 13759.09
8546.4375 13620.65
8547.6875 14336.04
8548.9375 14699.22
8550.1875 14779.67
8551.4375 14189.74
8552.6875 13849.73
8553.9375 13515.35
8555.1875 13599.66
8556.4375 13583.79
8557.6875 13906.84
8558.9375 14104.64
8560.1875 13871.21
8561.4375 14155.01
8562.6875 13938.41
8563.9375 13758.68
8565.1875 13669.79
8566.4375 13838.22
8567.6875 13762.83
8568.9375 13883.83
8570.1875 13712.9
8571.4375 13691.15
8572.6875 13574.71
8573.9375 13209.43
8575.1875 13081.78
8576.4375 12491.85
8577.6875 11713.87
8578.9375 11143.25
8580.1875 10444.37
8581.4375 10756.98
8582.6875 12796.37
8583.9375 14841.16
8585.1875 13781.52
8586.4375 12673.14
8587.6875 13441.5
8588.9375 14234.96
8590.1875 14134.02
8591.4375 13882.62
8592.6875 13335.48
8593.9375 13577.83
8595.1875 13300.55
8596.4375 13478.51
8597.6875 14087.78
8598.9375 14367.12
8600.1875 13912.93
8601.4375 14165.65
8602.6875 13864.49
8603.9375 13604.0
8605.1875 13652.22
8606.4375 13664.15
8607.6875 13465.97
8608.9375 13451.39
8610.1875 13478.56
8611.4375 13404.95
8612.6875 13665.49
8613.9375 12839.75
8615.1875 13578.68
8616.4375 15053.65
8617.6875 16142.29
8618.9375 14086.53
8620.1875 13408.48
8621.4375 13431.74
8622.6875 13067.43
8623.9375 12688.06
8625.1875 13121.79
8626.4375 13256.06
8627.6875 12276.74
8628.9375 12754.32
8630.1875 12732.16
8631.4375 13190.26
8632.6875 13150.71
8633.9375 13847.02
8635.1875 13908.6
8636.4375 15845.71
8637.6875 16401.39
8638.9375 14309.57
8640.1875 13126.31
8641.4375 13759.81
8642.6875 13870.59
8643.9375 13583.75
8645.1875 13037.79
8646.4375 13189.9
8647.6875 13260.16
8648.9375 13261.22
8650.1875 12700.32
8651.4375 12828.38
8652.6875 13693.26
8653.9375 13579.58
8655.1875 13561.36
8656.4375 14148.89
8657.6875 14204.26
8658.9375 13602.35
8660.1875 12781.39
8661.4375 13358.24
8662.6875 13933.97
8663.9375 12798.21
8665.1875 13187.4
8666.4375 13959.16
8667.6875 13545.25
8668.9375 12848.98
8670.1875 12472.93
8671.4375 13706.96
8672.6875 13567.02
8673.9375 12976.62
8675.1875 13220.65
8676.4375 13850.43
8677.6875 14215.32
8678.9375 13263.28
8680.1875 12543.66
8681.4375 13777.1
8682.6875 14489.07
8683.9375 13771.45
8685.1875 13303.55
8686.4375 13326.3
8687.6875 13980.48
8688.9375 14023.7
8690.1875 13106.3
8691.4375 12928.43
8692.6875 13846.21
8693.9375 13611.95
8695.1875 13547.91
8696.4375 12557.7
8697.6875 12382.05
8698.9375 11895.85
8700.1875 11130.2
8701.4375 10955.27
8702.6875 12687.24
8703.9375 15752.14
8705.1875 14803.48
8706.4375 13135.97
8707.6875 12982.83
8708.9375 13366.65
8710.1875 13279.84
8711.4375 13410.96
8712.6875 13194.44
8713.9375 13340.58
8715.1875 13248.75
8716.4375 13479.83
8717.6875 13967.99
8718.9375 14089.3
8720.1875 13899.29
8721.4375 14336.67
8722.6875 14527.55
8723.9375 14286.72
8725.1875 14208.52
8726.4375 13607.51
8727.6875 12947.67
8728.9375 12874.1
8730.1875 13622.94
8731.4375 13854.57
8732.6875 13724.74
8733.9375 13695.37
8735.1875 14080.88
8736.4375 14101.73
8737.6875 13826.97
8738.9375 13751.95
8740.1875 13971.8
8741.4375 14134.11
8742.6875 14288.0
8743.9375 14083.96
8745.1875 14269.66
8746.4375 13959.57
8747.6875 14128.76
8748.9375 13913.32
8750.1875 13927.92
8751.4375 14212.97
8752.6875 13839.87
8753.9375 13870.7
8755.1875 13900.51
8756.4375 13432.37
8757.6875 13121.71
8758.9375 13584.08
8760.1875 14677.3
8761.4375 15248.18
8762.6875 16590.86
8763.9375 14620.71
8765.1875 13562.98
8766.4375 14659.24
8767.6875 16642.57
8768.9375 17104.16
8770.1875 15760.47
8771.4375 14217.67
8772.6875 13508.35
8773.9375 12462.28
8775.1875 12788.91
8776.4375 13867.38
8777.6875 15938.96
8778.9375 16249.98
8780.1875 16314.2
8781.4375 13800.51
8782.6875 12781.88
8783.9375 13350.39
8785.1875 13627.36
8786.4375 13469.86
8787.6875 13800.98
8788.9375 16613.03
8790.1875 19018.17
8791.4375 16587.69
8792.6875 14968.0
8793.9375 13802.1
8795.1875 13269.32
8796.4375 13317.46
8797.6875 13258.07
8798.9375 13780.97
8800.1875 13846.67
8801.4375 13835.76
8802.6875 13716.59
8803.9375 13539.55
8805.1875 13488.58
8806.4375 13495.76
8807.6875 13584.34
8808.9375 13720.44
8810.1875 13743.83
8811.4375 13846.63
8812.6875 13702.02
8813.9375 13578.03
8815.1875 13724.38
8816.4375 13695.52
8817.6875 13877.15
8818.9375 13813.3
8820.1875 14060.61
8821.4375 13760.8
8822.6875 13293.89
8823.9375 12564.44
8825.1875 13308.24
8826.4375 18019.78
8827.6875 21088.32
8828.9375 20471.09
8830.1875 15062.13
8831.4375 12709.97
8832.6875 12793.22
8833.9375 13213.79
8835.1875 13918.97
8836.4375 15262.62
8837.6875 16970.23
8838.9375 15413.01
8840.1875 13965.84
8841.4375 13570.94
8842.6875 13534.29
8843.9375 13615.99
8845.1875 12922.31
8846.4375 12552.43
8847.6875 12526.33
8848.9375 13437.62
8850.1875 15021.93
8851.4375 15155.03
8852.6875 14135.66
8853.9375 13982.36
8855.1875 13832.25
8856.4375 14314.94
8857.6875 14207.58
8858.9375 14145.21
8860.1875 13820.46
8861.4375 13896.62
8862.6875 13873.46
8863.9375 12905.84
8865.1875 12452.73
8866.4375 13590.69
8867.6875 15301.31
8868.9375 16059.09
8870.1875 15096.97
8871.4375 14013.57
8872.6875 13725.27
8873.9375 13672.07
8875.1875 13924.05
8876.4375 13854.02
8877.6875 13496.21
8878.9375 13482.61
8880.1875 13278.74
8881.4375 13567.09
8882.6875 12391.48
8883.9375 12435.72
8885.1875 16575.05
8886.4375 19742.02
8887.6875 18829.18
8888.9375 14964.8
8890.1875 13508.94
8891.4375 13391.17
8892.6875 14051.46
8893.9375 13743.97
8895.1875 13895.87
8896.4375 13981.97
8897.6875 13852.08
8898.9375 12900.25
8900.1875 12680.97
8901.4375 15478.01
8902.6875 21257.02
8903.9375 20086.37
8905.1875 15711.67
8906.4375 12700.49
8907.6875 12272.08
8908.9375 12888.14
8910.1875 12863.27
8911.4375 13081.94
8912.6875 13564.0
8913.9375 13371.63
8915.1875 12495.85
8916.4375 11316.82
8917.6875 11060.91
8918.9375 15196.98
8920.1875 19268.01
8921.4375 18774.22
8922.6875 14221.6
8923.9375 12378.65
8925.1875 12470.36
8926.4375 13349.16
8927.6875 13587.29
8928.9375 13698.32
8930.1875 13371.82
8931.4375 13540.98
8932.6875 13406.4
8933.9375 13378.6
8935.1875 13336.29
8936.4375 13638.46
8937.6875 13583.71
8938.9375 13526.31
8940.1875 12760.91
8941.4375 12427.18
8942.6875 14001.91
8943.9375 14959.67
8945.1875 14974.6
8946.4375 13845.77
8947.6875 12923.26
8948.9375 13177.46
8950.1875 13475.36
8951.4375 13392.81
8952.6875 13180.26
8953.9375 12359.9
8955.1875 11953.65
8956.4375 12444.36
8957.6875 16700.19
8958.9375 19583.62
8960.1875 17004.02
8961.4375 13990.1
8962.6875 12460.02
8963.9375 12659.08
8965.1875 13254.71
8966.4375 12833.3
8967.6875 13268.65
8968.9375 13645.31
8970.1875 13630.25
8971.4375 13406.38
8972.6875 13089.95
8973.9375 13307.1
8975.1875 13411.96
8976.4375 13527.16
8977.6875 13361.82
8978.9375 13292.68
8980.1875 13305.76
8981.4375 12995.02
8982.6875 13548.83
8983.9375 13019.44
8985.1875 13063.07
8986.4375 12387.78
8987.6875 12811.74
8988.9375 14590.31
8990.1875 14521.34
8991.4375 12743.93
8992.6875 13075.96
8993.9375 13973.21
8995.1875 13516.4
8996.4375 13578.84
8997.6875 12805.34
8998.9375 12267.63
9000.1875 12964.12
9001.4375 15733.72
9002.6875 16746.4
9003.9375 13852.25
9005.1875 12784.35
9006.4375 13249.95
9007.6875 12728.9
9008.9375 13136.34
9010.1875 13344.4
9011.4375 13033.34
9012.6875 12735.7
9013.9375 13631.22
9015.1875 13581.68
9016.4375 12596.26
9017.6875 12449.94
9018.9375 13254.28
9020.1875 13419.26
9021.4375 13796.85
9022.6875 13166.97
9023.9375 13729.45
9025.1875 13625.3
9026.4375 12671.68
9027.6875 13718.52
9028.9375 13834.47
9030.1875 13060.91
9031.4375 12695.28
9032.6875 13309.45
9033.9375 13449.61
9035.1875 13189.99
9036.4375 12942.98
9037.6875 14315.99
9038.9375 14050.02
9040.1875 13428.02
9041.4375 12752.65
9042.6875 12678.53
9043.9375 12911.62
9045.1875 13410.8
9046.4375 13200.03
9047.6875 12230.87
9048.9375 13332.15
9050.1875 14418.35
9051.4375 13175.51
9052.6875 12589.76
9053.9375 15370.65
9055.1875 21691.12
9056.4375 20830.08
9057.6875 15253.15
9058.9375 13205.59
9060.1875 13050.08
9061.4375 12076.79
9062.6875 11871.09
9063.9375 11834.78
9065.1875 12446.58
9066.4375 12852.6
9067.6875 12848.95
9068.9375 11896.37
9070.1875 11966.18
9071.4375 11971.23
9072.6875 11623.3
9073.9375 12259.42
9075.1875 12877.15
9076.4375 13572.83
9077.6875 13452.06
9078.9375 12227.86
9080.1875 11244.01
9081.4375 11690.32
9082.6875 12874.68
9083.9375 13784.33
9085.1875 13238.44
9086.4375 11622.82
9087.6875 11495.14
9088.9375 12510.54
9090.1875 12729.0
9091.4375 12972.62
9092.6875 13135.76
9093.9375 13195.99
9095.1875 13061.03
9096.4375 13274.15
9097.6875 13597.68
9098.9375 12507.49
9100.1875 10786.96
9101.4375 12018.44
9102.6875 13820.31
9103.9375 13927.14
9105.1875 13570.61
9106.4375 14089.86
9107.6875 23852.77
9108.9375 61067.11
9110.1875 80317.48
9111.4375 45486.62
9112.6875 18893.31
9113.9375 14889.83
9115.1875 14326.12
9116.4375 13745.83
9117.6875 12355.91
9118.9375 11571.59
9120.1875 11971.12
9121.4375 13542.42
9122.6875 13904.66
9123.9375 14012.61
9125.1875 13593.73
9126.4375 13195.07
9127.6875 12354.37
9128.9375 11486.56
9130.1875 10586.79
9131.4375 10774.83
9132.6875 12430.12
9133.9375 12994.66
9135.1875 11926.42
9136.4375 10659.41
9137.6875 11523.37
9138.9375 13368.2
9140.1875 13457.42
9141.4375 13325.66
9142.6875 13685.15
9143.9375 13485.81
9145.1875 13637.1
9146.4375 13658.91
9147.6875 13431.15
9148.9375 12914.0
9150.1875 12494.97
9151.4375 12069.14
9152.6875 11396.9
9153.9375 11426.49
9155.1875 11033.97
9156.4375 10516.5
9157.6875 11855.61
9158.9375 12599.84
9160.1875 12187.32
9161.4375 12830.03
9162.6875 13366.41
9163.9375 14085.94
9165.1875 14255.66
9166.4375 14022.12
9167.6875 13709.23
9168.9375 13356.98
9170.1875 13710.43
9171.4375 13152.98
9172.6875 13027.0
9173.9375 11515.1
9175.1875 11170.29
9176.4375 12039.78
9177.6875 12397.87
9178.9375 13031.94
9180.1875 13488.52
9181.4375 13002.74
9182.6875 12742.04
9183.9375 12192.39
9185.1875 11838.83
9186.4375 12761.1
9187.6875 13396.05
9188.9375 13285.93
9190.1875 13360.77
9191.4375 13211.42
9192.6875 12944.46
9193.9375 12802.49
9195.1875 12205.32
9196.4375 12096.91
9197.6875 13501.62
9198.9375 13775.94
9200.1875 13478.31
9201.4375 13764.57
9202.6875 13389.1
9203.9375 13578.91
9205.1875 13145.87
9206.4375 12828.78
9207.6875 12812.36
9208.9375 12780.41
9210.1875 12801.63
9211.4375 12468.92
9212.6875 12387.94
9213.9375 11963.59
9215.1875 11833.75
9216.4375 12037.7
9217.6875 12512.19
9218.9375 12483.82
9220.1875 13281.39
9221.4375 13301.2
9222.6875 12907.32
9223.9375 13019.51
9225.1875 13042.61
9226.4375 13234.89
9227.6875 13318.98
9228.9375 13138.38
9230.1875 12605.21
9231.4375 12608.26
9232.6875 13017.78
9233.9375 12332.94
9235.1875 12798.17
9236.4375 12555.49
9237.6875 12632.65
9238.9375 12435.24
9240.1875 12664.61
9241.4375 12801.64
9242.6875 13038.52
9243.9375 12820.4
9245.1875 12005.86
9246.4375 12093.7
9247.6875 12323.66
9248.9375 12633.61
9250.1875 12491.15
9251.4375 11815.14
9252.6875 12249.55
9253.9375 12030.24
9255.1875 12132.03
9256.4375 12207.31
9257.6875 12354.86
9258.9375 12724.86
9260.1875 12040.83
9261.4375 12043.91
9262.6875 12310.04
9263.9375 12475.45
9265.1875 12697.85
9266.4375 12327.38
9267.6875 13387.52
9268.9375 17626.03
9270.1875 25507.91
9271.4375 23256.16
9272.6875 15207.16
9273.9375 11905.57
9275.1875 12134.09
9276.4375 12806.2
9277.6875 12432.66
9278.9375 12312.64
9280.1875 12285.09
9281.4375 12149.53
9282.6875 12218.23
9283.9375 12204.24
9285.1875 12130.16
9286.4375 12408.1
9287.6875 12493.22
9288.9375 11766.72
9290.1875 12141.69
9291.4375 12100.75
9292.6875 12248.58
9293.9375 12510.0
9295.1875 12506.55
9296.4375 12392.35
9297.6875 12188.07
9298.9375 12112.25
9300.1875 12105.8
9301.4375 11774.22
9302.6875 11732.78
9303.9375 10174.62
9305.1875 11184.34
9306.4375 13536.83
9307.6875 14811.37
9308.9375 14214.11
9310.1875 11363.92
9311.4375 9469.51
9312.6875 15850.4
9313.9375 19349.21
9315.1875 15802.02
9316.4375 11434.18
9317.6875 11986.76
9318.9375 11790.71
9320.1875 10923.16
9321.4375 10381.47
9322.6875 12425.79
9323.9375 19953.99
9325.1875 18127.11
9326.4375 12540.46
9327.6875 11935.79
9328.9375 11078.43
9330.1875 12212.37
9331.4375 13438.7
9332.6875 12558.66
9333.9375 11644.61
9335.1875 11559.65
9336.4375 11841.95
9337.6875 12756.27
9338.9375 13551.59
9340.1875 13353.24
9341.4375 13767.56
9342.6875 12890.78
9343.9375 11854.26
9345.1875 12181.24
9346.4375 12159.64
9347.6875 12567.06
9348.9375 12140.85
9350.1875 12050.21
