wavelength flux
6325.1875 31172.15
6326.4375 32601.66
6327.6875 39412.2
6328.9375 44195.73
6330.1875 37325.14
6331.4375 31367.99
6332.6875 30254.99
6333.9375 30865.84
6335.1875 30750.08
6336.4375 30694.67
6337.6875 31099.6
6338.9375 31122.96
6340.1875 31825.97
6341.4375 31609.36
6342.6875 30904.66
6343.9375 30834.13
6345.1875 30567.0
6346.4375 30070.8
6347.6875 31221.52
6348.9375 30296.21
6350.1875 29874.65
6351.4375 30382.55
6352.6875 30316.45
6353.9375 31041.28
6355.1875 30966.9
6356.4375 32202.57
6357.6875 31014.38
6358.9375 30901.3
6360.1875 30738.27
6361.4375 33414.97
6362.6875 45115.47
6363.9375 56999.03
6365.1875 47287.24
6366.4375 31977.28
6367.6875 30030.34
6368.9375 30522.24
6370.1875 30296.79
6371.4375 30408.26
6372.6875 30085.29
6373.9375 30411.95
6375.1875 30636.5
6376.4375 30320.18
6377.6875 30477.61
6378.9375 30811.79
6380.1875 30558.29
6381.4375 29852.3
6382.6875 30554.99
6383.9375 30529.29
6385.1875 30462.02
6386.4375 30503.78
6387.6875 30080.14
6388.9375 29776.08
6390.1875 30206.15
6391.4375 32774.68
6392.6875 34324.3
6393.9375 31726.73
6395.1875 30945.5
6396.4375 30442.07
6397.6875 30345.77
6398.9375 30866.42
6400.1875 30589.8
6401.4375 31012.69
6402.6875 30786.86
6403.9375 30369.25
6405.1875 30680.46
6406.4375 30407.72
6407.6875 30011.76
6408.9375 29914.65
6410.1875 30274.03
6411.4375 30274.93
6412.6875 30457.65
6413.9375 30386.21
6415.1875 30472.48
6416.4375 30140.88
6417.6875 30692.58
6418.9375 30862.45
6420.1875 30009.14
6421.4375 29848.93
6422.6875 29681.93
6423.9375 29813.15
6425.1875 30459.9
6426.4375 30096.63
6427.6875 29826.71
6428.9375 29140.94
6430.1875 29710.99
6431.4375 29692.28
6432.6875 30238.72
6433.9375 30455.72
6435.1875 30032.15
6436.4375 29843.86
6437.6875 29452.37
6438.9375 29344.96
6440.1875 29663.24
6441.4375 30137.21
6442.6875 30110.98
6443.9375 29763.55
6445.1875 29727.83
6446.4375 29754.58
6447.6875 30016.63
6448.9375 29340.3
6450.1875 28670.5
6451.4375 29813.24
6452.6875 29936.99
6453.9375 29687.81
6455.1875 30307.67
6456.4375 30257.04
6457.6875 30292.06
6458.9375 29689.05
6460.1875 28912.43
6461.4375 29302.46
6462.6875 30285.44
6463.9375 29673.73
6465.1875 30053.55
6466.4375 29361.97
6467.6875 29036.92
6468.9375 29221.63
6470.1875 29645.03
6471.4375 30088.94
6472.6875 29837.28
6473.9375 29351.18
6475.1875 29768.91
6476.4375 29500.3
6477.6875 29132.58
6478.9375 29115.47
6480.1875 28853.15
6481.4375 28405.58
6482.6875 29214.23
6483.9375 28295.19
6485.1875 28868.53
6486.4375 28852.79
6487.6875 29057.34
6488.9375 29744.0
6490.1875 29401.27
6491.4375 28655.68
6492.6875 28862.28
6493.9375 29434.22
6495.1875 29554.42
6496.4375 29850.51
6497.6875 30740.61
6498.9375 30682.69
6500.1875 29238.56
6501.4375 28696.05
6502.6875 29276.05
6503.9375 30009.31
6505.1875 29516.66
6506.4375 29685.45
6507.6875 29367.07
6508.9375 29001.52
6510.1875 28823.32
6511.4375 28564.05
6512.6875 28913.48
6513.9375 28984.56
6515.1875 28931.78
6516.4375 27998.65
6517.6875 28521.03
6518.9375 28553.78
6520.1875 28619.23
6521.4375 28627.1
6522.6875 28076.05
6523.9375 27201.32
6525.1875 27170.33
6526.4375 27457.95
6527.6875 28038.99
6528.9375 27702.29
6530.1875 28387.97
6531.4375 29106.99
6532.6875 29730.19
6533.9375 29173.08
6535.1875 28360.86
6536.4375 28653.22
6537.6875 29286.78
6538.9375 29387.54
6540.1875 29041.63
6541.4375 29265.11
6542.6875 29445.06
6543.9375 29768.12
6545.1875 28788.04
6546.4375 28104.42
6547.6875 28577.99
6548.9375 28507.04
6550.1875 28783.3
6551.4375 29255.15
6552.6875 30023.23
6553.9375 30198.33
6555.1875 28907.3
6556.4375 28475.62
6557.6875 28353.56
6558.9375 28802.3
6560.1875 28906.29
6561.4375 28396.22
6562.6875 28670.59
6563.9375 28840.07
6565.1875 28238.79
6566.4375 28951.88
6567.6875 29552.29
6568.9375 30082.48
6570.1875 29390.92
6571.4375 28948.68
6572.6875 29360.75
6573.9375 31226.52
6575.1875 48662.05
6576.4375 141401.3
6577.6875 212382.78
6578.9375 129424.53
6580.1875 44164.7
6581.4375 31497.75
6582.6875 29659.51
6583.9375 30505.79
6585.1875 31150.61
6586.4375 31493.29
6587.6875 34054.77
6588.9375 57296.13
6590.1875 326017.37
6591.4375 1301309.04
6592.6875 1709006.73
6593.9375 773518.05
6595.1875 130604.91
6596.4375 41497.13
6597.6875 33882.14
6598.9375 32028.84
6600.1875 31165.75
6601.4375 30592.43
6602.6875 30969.71
6603.9375 30763.03
6605.1875 30524.85
6606.4375 30433.91
6607.6875 30971.74
6608.9375 32919.62
6610.1875 50414.85
6611.4375 221399.1
6612.6875 550273.78
6613.9375 483502.24
6615.1875 146442.04
6616.4375 40540.93
6617.6875 31378.55
6618.9375 29849.23
6620.1875 28997.72
6621.4375 28475.67
6622.6875 28358.56
6623.9375 27912.42
6625.1875 28132.27
6626.4375 28835.87
6627.6875 28650.37
6628.9375 28285.52
6630.1875 28383.92
6631.4375 28137.93
6632.6875 28311.25
6633.9375 28084.72
6635.1875 28480.38
6636.4375 28192.47
6637.6875 28211.45
6638.9375 27538.83
6640.1875 28100.84
6641.4375 27779.56
6642.6875 28408.38
6643.9375 27933.01
6645.1875 28271.46
6646.4375 28675.66
6647.6875 28540.53
6648.9375 28354.95
6650.1875 28374.23
6651.4375 28525.09
6652.6875 28025.85
6653.9375 28082.09
6655.1875 27868.95
6656.4375 27332.99
6657.6875 27486.56
6658.9375 27973.39
6660.1875 27443.76
6661.4375 27922.04
6662.6875 27425.34
6663.9375 27701.72
6665.1875 27255.96
6666.4375 27521.71
6667.6875 27939.97
6668.9375 27899.16
6670.1875 27759.44
6671.4375 27515.85
6672.6875 27349.94
6673.9375 27298.47
6675.1875 27767.67
6676.4375 27430.01
6677.6875 27386.97
6678.9375 27658.56
6680.1875 27357.97
6681.4375 26955.08
6682.6875 27217.97
6683.9375 27657.91
6685.1875 27984.83
6686.4375 27892.42
6687.6875 28065.18
6688.9375 27183.88
6690.1875 27271.92
6691.4375 27349.98
6692.6875 26799.15
6693.9375 26763.98
6695.1875 26987.17
6696.4375 27331.61
6697.6875 27720.35
6698.9375 27752.74
6700.1875 27371.88
6701.4375 27039.47
6702.6875 27820.03
6703.9375 27659.56
6705.1875 28107.27
6706.4375 30474.07
6707.6875 35719.56
6708.9375 35158.07
6710.1875 29106.62
6711.4375 27066.74
6712.6875 27661.88
6713.9375 27112.99
6715.1875 26668.19
6716.4375 26823.92
6717.6875 27323.09
6718.9375 26924.06
6720.1875 26897.93
6721.4375 27513.09
6722.6875 27218.89
6723.9375 27089.69
6725.1875 27048.31
6726.4375 26824.47
6727.6875 26541.83
6728.9375 26279.65
6730.1875 26471.34
6731.4375 27023.36
6732.6875 26631.25
6733.9375 26920.94
6735.1875 26914.68
6736.4375 26766.23
6737.6875 26442.82
6738.9375 27023.29
6740.1875 27146.23
6741.4375 27105.34
6742.6875 27685.82
6743.9375 37593.72
6745.1875 114661.7
6746.4375 235309.46
6747.6875 190811.88
6748.9375 65025.78
6750.1875 29905.28
6751.4375 26457.65
6752.6875 26373.86
6753.9375 27153.36
6755.1875 27415.74
6756.4375 26944.85
6757.6875 28612.85
6758.9375 49383.69
6760.1875 133873.86
6761.4375 177796.2
6762.6875 98846.2
6763.9375 36443.3
6765.1875 27502.93
6766.4375 26471.5
6767.6875 26196.37
6768.9375 26134.59
6770.1875 25714.44
6771.4375 25688.31
6772.6875 26293.01
6773.9375 26368.16
6775.1875 25886.69
6776.4375 26246.63
6777.6875 26044.8
6778.9375 25730.71
6780.1875 25485.43
6781.4375 25538.56
6782.6875 25815.02
6783.9375 25481.65
6785.1875 25798.39
6786.4375 26275.79
6787.6875 26448.15
6788.9375 26169.54
6790.1875 26398.23
6791.4375 26148.91
6792.6875 26416.51
6793.9375 25967.14
6795.1875 26292.98
6796.4375 25838.65
6797.6875 25940.63
6798.9375 25889.14
6800.1875 25936.17
6801.4375 25511.37
6802.6875 25786.25
6803.9375 25885.49
6805.1875 26536.76
6806.4375 26305.73
6807.6875 26007.67
6808.9375 26286.55
6810.1875 26178.48
6811.4375 25806.26
6812.6875 26124.1
6813.9375 25490.3
6815.1875 25320.29
6816.4375 25417.59
6817.6875 25718.37
6818.9375 25425.9
6820.1875 25456.12
6821.4375 26061.53
6822.6875 26115.33
6823.9375 25849.66
6825.1875 25637.93
6826.4375 25985.91
6827.6875 26350.78
6828.9375 26481.68
6830.1875 25875.46
6831.4375 25777.37
6832.6875 25848.14
6833.9375 26255.99
6835.1875 26575.4
6836.4375 25209.42
6837.6875 25470.67
6838.9375 25593.01
6840.1875 25710.87
6841.4375 25679.02
6842.6875 25834.43
6843.9375 25233.33
6845.1875 25790.71
6846.4375 25627.38
6847.6875 25665.03
6848.9375 25842.54
6850.1875 25295.44
6851.4375 25664.25
6852.6875 25629.61
6853.9375 25672.38
6855.1875 25834.3
6856.4375 25426.93
6857.6875 25900.99
6858.9375 24860.9
6860.1875 25042.2
6861.4375 24833.5
6862.6875 26177.29
6863.9375 26783.18
6865.1875 26582.86
6866.4375 25405.87
6867.6875 24798.6
6868.9375 24669.66
6870.1875 26395.58
6871.4375 26002.68
6872.6875 25030.94
6873.9375 24934.98
6875.1875 25315.47
6876.4375 25402.13
6877.6875 25286.09
6878.9375 25485.15
6880.1875 25796.72
6881.4375 25857.45
6882.6875 25604.51
6883.9375 24773.54
6885.1875 24654.53
6886.4375 24319.46
6887.6875 24469.4
6888.9375 25926.99
6890.1875 25445.95
6891.4375 24822.45
6892.6875 24677.52
6893.9375 25355.06
6895.1875 25846.16
6896.4375 25064.33
6897.6875 24961.91
6898.9375 25598.87
6900.1875 25465.76
6901.4375 25485.25
6902.6875 25295.59
6903.9375 24673.58
6905.1875 24333.39
6906.4375 25272.16
6907.6875 25202.54
6908.9375 24802.07
6910.1875 24881.19
6911.4375 25339.73
6912.6875 25408.42
6913.9375 24566.45
6915.1875 24584.81
6916.4375 25173.41
6917.6875 25108.57
6918.9375 24608.28
6920.1875 24901.91
6921.4375 25208.3
6922.6875 26373.26
6923.9375 26470.07
6925.1875 25046.59
6926.4375 24882.15
6927.6875 24749.27
6928.9375 24798.5
6930.1875 24472.78
6931.4375 25149.48
6932.6875 25180.97
6933.9375 24802.04
6935.1875 24484.03
6936.4375 25080.9
6937.6875 24886.41
6938.9375 25735.89
6940.1875 25575.18
6941.4375 24771.96
6942.6875 24689.31
6943.9375 24584.18
6945.1875 24711.15
6946.4375 24413.86
6947.6875 24879.86
6948.9375 25165.2
6950.1875 25537.05
6951.4375 24092.68
6952.6875 24665.34
6953.9375 24588.95
6955.1875 24651.35
6956.4375 24328.16
6957.6875 24247.01
6958.9375 25017.76
6960.1875 24827.93
6961.4375 24830.93
6962.6875 24883.37
6963.9375 24715.03
6965.1875 24347.79
6966.4375 24221.88
6967.6875 24371.73
6968.9375 24599.87
6970.1875 24851.93
6971.4375 25072.44
6972.6875 24359.85
6973.9375 24491.39
6975.1875 24073.46
6976.4375 24209.04
6977.6875 24609.06
6978.9375 25349.02
6980.1875 24716.13
6981.4375 24261.03
6982.6875 24399.08
6983.9375 24287.86
6985.1875 24304.2
6986.4375 24173.63
6987.6875 23935.54
6988.9375 24495.23
6990.1875 23887.31
6991.4375 24193.33
6992.6875 24156.24
6993.9375 23913.66
6995.1875 23941.91
6996.4375 24596.81
6997.6875 24530.38
6998.9375 23968.86
7000.1875 24585.3
7001.4375 24703.37
7002.6875 24218.18
7003.9375 24443.1
7005.1875 23859.07
7006.4375 23963.78
7007.6875 23993.0
7008.9375 23521.29
7010.1875 23371.64
7011.4375 23535.73
7012.6875 24509.66
7013.9375 24315.49
7015.1875 24205.13
7016.4375 23857.46
7017.6875 24334.65
7018.9375 24320.58
7020.1875 24120.29
7021.4375 24331.65
7022.6875 24311.66
7023.9375 23898.92
7025.1875 23897.74
7026.4375 24167.16
7027.6875 23719.85
7028.9375 24022.95
7030.1875 24306.09
7031.4375 24112.25
7032.6875 24700.15
7033.9375 24630.04
7035.1875 24234.82
7036.4375 24196.76
7037.6875 23926.52
7038.9375 23463.39
7040.1875 23598.5
7041.4375 23932.32
7042.6875 24133.09
7043.9375 24074.75
7045.1875 24122.14
7046.4375 23616.94
7047.6875 23483.81
7048.9375 23687.48
7050.1875 23952.47
7051.4375 23952.55
7052.6875 23976.24
7053.9375 24066.59
7055.1875 23733.67
7056.4375 23773.57
7057.6875 23544.12
7058.9375 23755.0
7060.1875 24066.05
7061.4375 23941.49
7062.6875 24098.94
7063.9375 24083.08
7065.1875 23972.95
7066.4375 23836.68
7067.6875 24063.8
7068.9375 23829.51
7070.1875 24353.89
7071.4375 24334.7
7072.6875 24115.42
7073.9375 24373.76
7075.1875 24461.78
7076.4375 24337.63
7077.6875 24171.64
7078.9375 24203.11
7080.1875 24134.96
7081.4375 24137.86
7082.6875 24449.5
7083.9375 24309.78
7085.1875 23349.27
7086.4375 22965.47
7087.6875 23181.39
7088.9375 23539.09
7090.1875 23468.9
7091.4375 23053.26
7092.6875 22666.43
7093.9375 23185.08
7095.1875 24095.52
7096.4375 26727.19
7097.6875 27083.52
7098.9375 23714.22
7100.1875 22662.68
7101.4375 22691.06
7102.6875 23485.79
7103.9375 23557.51
7105.1875 23046.78
7106.4375 23212.27
7107.6875 23342.91
7108.9375 23407.19
7110.1875 23466.3
7111.4375 23308.24
7112.6875 23263.15
7113.9375 23538.32
7115.1875 22940.37
7116.4375 22710.28
7117.6875 22622.37
7118.9375 22628.8
7120.1875 22550.5
7121.4375 22251.2
7122.6875 22611.01
7123.9375 22381.46
7125.1875 22369.72
7126.4375 22274.23
7127.6875 22610.24
7128.9375 22452.2
7130.1875 22524.58
7131.4375 22834.22
7132.6875 22882.28
7133.9375 22925.1
7135.1875 22668.8
7136.4375 22677.51
7137.6875 22640.16
7138.9375 22479.16
7140.1875 22227.99
7141.4375 22800.21
7142.6875 22149.7
7143.9375 22514.28
7145.1875 22339.62
7146.4375 22144.13
7147.6875 22359.76
7148.9375 22490.93
7150.1875 22554.69
7151.4375 22105.02
7152.6875 21875.26
7153.9375 22128.96
7155.1875 22648.47
7156.4375 21756.27
7157.6875 22160.88
7158.9375 21895.24
7160.1875 21881.8
7161.4375 21989.1
7162.6875 21974.46
7163.9375 21440.53
7165.1875 22421.35
7166.4375 25214.74
7167.6875 29929.85
7168.9375 27349.81
7170.1875 23102.94
7171.4375 21939.88
7172.6875 21688.91
7173.9375 21610.9
7175.1875 22247.46
7176.4375 22004.61
7177.6875 21353.1
7178.9375 21159.68
7180.1875 21465.56
7181.4375 21195.57
7182.6875 21983.68
7183.9375 22044.69
7185.1875 22354.14
7186.4375 21937.74
7187.6875 22185.34
7188.9375 22021.15
7190.1875 22475.32
7191.4375 21831.7
7192.6875 21701.39
7193.9375 21578.59
7195.1875 21635.95
7196.4375 21554.17
7197.6875 21161.14
7198.9375 21395.97
7200.1875 21802.22
7201.4375 21539.34
7202.6875 22541.01
7203.9375 22307.91
7205.1875 21954.81
7206.4375 22094.62
7207.6875 21927.7
7208.9375 21832.45
7210.1875 21259.16
7211.4375 21711.14
7212.6875 21651.94
7213.9375 21614.33
7215.1875 21585.8
7216.4375 21553.66
7217.6875 21637.87
7218.9375 21506.06
7220.1875 20752.63
7221.4375 21072.48
7222.6875 21473.64
7223.9375 21383.04
7225.1875 21810.73
7226.4375 21875.47
7227.6875 21458.64
7228.9375 21693.14
7230.1875 21931.52
7231.4375 21547.42
7232.6875 21279.36
7233.9375 21231.23
7235.1875 21521.65
7236.4375 20711.19
7237.6875 20718.56
7238.9375 21096.06
7240.1875 21622.75
7241.4375 22817.14
7242.6875 21680.2
7243.9375 21414.74
7245.1875 22581.6
7246.4375 23381.22
7247.6875 22857.58
7248.9375 22016.36
7250.1875 21644.87
7251.4375 21294.87
7252.6875 21177.61
7253.9375 21525.06
7255.1875 21967.55
7256.4375 21187.46
7257.6875 21394.15
7258.9375 21883.82
7260.1875 22111.02
7261.4375 21649.49
7262.6875 22515.37
7263.9375 22518.96
7265.1875 22167.41
7266.4375 22121.61
7267.6875 22900.68
7268.9375 23469.9
7270.1875 22873.15
7271.4375 22124.62
7272.6875 21322.83
7273.9375 19832.43
7275.1875 20755.75
7276.4375 23344.88
7277.6875 26341.12
7278.9375 23150.33
7280.1875 21719.26
7281.4375 21540.78
7282.6875 20919.25
7283.9375 21360.52
7285.1875 23554.36
7286.4375 23523.82
7287.6875 21992.5
7288.9375 21750.36
7290.1875 22381.05
7291.4375 21959.61
7292.6875 21329.81
7293.9375 21048.64
7295.1875 20939.67
7296.4375 22431.97
7297.6875 22305.96
7298.9375 22176.27
7300.1875 21697.97
7301.4375 21386.32
7302.6875 20605.38
7303.9375 21613.28
7305.1875 22309.31
7306.4375 21840.49
7307.6875 22145.88
7308.9375 21745.52
7310.1875 21468.66
7311.4375 21665.37
7312.6875 21803.05
7313.9375 21164.63
7315.1875 20999.45
7316.4375 22380.64
7317.6875 24725.72
7318.9375 22250.32
7320.1875 21705.43
7321.4375 21503.85
7322.6875 21465.96
7323.9375 21690.34
7325.1875 21515.81
7326.4375 20926.49
7327.6875 19866.28
7328.9375 21802.86
7330.1875 23227.47
7331.4375 22337.61
7332.6875 21135.95
7333.9375 20908.66
7335.1875 21074.11
7336.4375 21502.54
7337.6875 20800.65
7338.9375 20163.69
7340.1875 20453.41
7341.4375 23792.79
7342.6875 25038.45
7343.9375 21863.87
7345.1875 21353.89
7346.4375 21441.6
7347.6875 21610.74
7348.9375 21172.64
7350.1875 21274.36
7351.4375 23206.29
7352.6875 23852.29
7353.9375 23538.73
7355.1875 21893.25
7356.4375 20601.61
7357.6875 20450.89
7358.9375 22501.22
7360.1875 22725.42
7361.4375 22084.47
7362.6875 23204.03
7363.9375 23196.83
7365.1875 22198.73
7366.4375 20274.22
7367.6875 19975.5
7368.9375 21883.89
7370.1875 24027.74
7371.4375 23918.68
7372.6875 21858.67
7373.9375 22326.28
7375.1875 21788.95
7376.4375 21667.98
7377.6875 21517.87
7378.9375 21287.34
7380.1875 21594.29
7381.4375 21605.76
7382.6875 21147.74
7383.9375 21387.84
7385.1875 21420.67
7386.4375 21364.19
7387.6875 21195.5
7388.9375 20532.84
7390.1875 19624.62
7391.4375 20519.63
7392.6875 21881.08
7393.9375 22672.32
7395.1875 21676.61
7396.4375 20978.26
7397.6875 20870.62
7398.9375 20682.78
7400.1875 20133.64
7401.4375 20966.43
7402.6875 23513.89
7403.9375 23049.45
7405.1875 21849.1
7406.4375 21746.24
7407.6875 21704.86
7408.9375 21661.48
7410.1875 22188.29
7411.4375 22483.06
7412.6875 22324.6
7413.9375 21878.53
7415.1875 21584.7
7416.4375 21438.58
7417.6875 21285.25
7418.9375 21018.87
7420.1875 20890.92
7421.4375 20914.0
7422.6875 20611.25
7423.9375 20941.24
7425.1875 20760.51
7426.4375 20983.0
7427.6875 20517.3
7428.9375 20868.08
7430.1875 21565.41
7431.4375 21703.67
7432.6875 21355.85
7433.9375 20885.44
7435.1875 20961.27
7436.4375 20437.61
7437.6875 21459.79
7438.9375 22567.18
7440.1875 22467.44
7441.4375 21555.89
7442.6875 20789.94
7443.9375 20896.38
7445.1875 21388.04
7446.4375 21068.96
7447.6875 21100.81
7448.9375 20623.54
7450.1875 20515.69
7451.4375 20567.4
7452.6875 20949.44
7453.9375 20789.67
7455.1875 20547.51
7456.4375 20673.28
7457.6875 20864.18
7458.9375 20987.12
7460.1875 21282.63
7461.4375 20657.93
7462.6875 21112.19
7463.9375 21138.73
7465.1875 20797.26
7466.4375 20915.49
7467.6875 21449.45
7468.9375 20683.53
7470.1875 20315.4
7471.4375 20766.7
7472.6875 20733.22
7473.9375 21569.36
7475.1875 21475.89
7476.4375 20992.14
7477.6875 20208.86
7478.9375 20148.84
7480.1875 21214.65
7481.4375 20765.25
7482.6875 20692.48
7483.9375 22075.61
7485.1875 22150.19
7486.4375 21555.48
7487.6875 21375.78
7488.9375 20931.7
7490.1875 21076.14
7491.4375 20985.16
7492.6875 20723.73
7493.9375 21096.81
7495.1875 20732.03
7496.4375 20539.75
7497.6875 20563.04
7498.9375 21165.77
7500.1875 21530.73
7501.4375 21659.32
7502.6875 21767.77
7503.9375 20999.4
7505.1875 20803.21
7506.4375 20650.29
7507.6875 20617.0
7508.9375 20718.74
7510.1875 21083.05
7511.4375 20609.04
7512.6875 20593.78
7513.9375 20418.61
7515.1875 20452.58
7516.4375 20371.09
7517.6875 20601.17
7518.9375 20974.9
7520.1875 20861.17
7521.4375 20323.05
7522.6875 20604.6
7523.9375 21932.58
7525.1875 23106.69
7526.4375 21763.83
7527.6875 19990.85
7528.9375 19606.44
7530.1875 20254.92
7531.4375 21794.81
7532.6875 21282.54
7533.9375 21008.13
7535.1875 20772.24
7536.4375 21022.0
7537.6875 21177.63
7538.9375 20731.8
7540.1875 20603.54
7541.4375 20992.95
7542.6875 20968.31
7543.9375 20765.14
7545.1875 20440.29
7546.4375 20773.21
7547.6875 20796.98
7548.9375 20932.43
7550.1875 20877.44
7551.4375 20553.03
7552.6875 21041.06
7553.9375 20943.68
7555.1875 20699.5
7556.4375 19816.53
7557.6875 20705.82
7558.9375 20984.61
7560.1875 20520.76
7561.4375 20442.18
7562.6875 20270.76
7563.9375 20503.55
7565.1875 19971.38
7566.4375 20207.18
7567.6875 20644.52
7568.9375 20493.92
7570.1875 20126.02
7571.4375 21292.05
7572.6875 22655.4
7573.9375 21597.45
7575.1875 20838.09
7576.4375 20894.74
7577.6875 20712.69
7578.9375 20592.3
7580.1875 20453.99
7581.4375 20465.52
7582.6875 20389.9
7583.9375 20047.34
7585.1875 20144.55
7586.4375 20877.77
7587.6875 21329.77
7588.9375 20605.91
7590.1875 20095.3
7591.4375 20413.21
7592.6875 20956.91
7593.9375 21306.54
7595.1875 19934.41
7596.4375 18197.72
7597.6875 20396.58
7598.9375 24389.49
7600.1875 22881.59
7601.4375 20333.09
7602.6875 20240.49
7603.9375 20252.07
7605.1875 21108.67
7606.4375 21020.21
7607.6875 19839.94
7608.9375 20301.28
7610.1875 20893.04
7611.4375 21127.95
7612.6875 20288.46
7613.9375 21120.86
7615.1875 19950.54
7616.4375 18916.49
7617.6875 20735.64
7618.9375 21092.86
7620.1875 19908.96
7621.4375 19409.72
7622.6875 20405.59
7623.9375 18409.03
7625.1875 18923.93
7626.4375 19530.95
7627.6875 17683.83
7628.9375 21551.46
7630.1875 22800.79
7631.4375 18552.14
7632.6875 18766.69
7633.9375 21673.85
7635.1875 19512.35
7636.4375 17456.77
7637.6875 21129.06
7638.9375 20568.22
7640.1875 17161.4
7641.4375 18623.94
7642.6875 21010.05
7643.9375 19183.11
7645.1875 17685.05
7646.4375 19491.77
7647.6875 20395.46
7648.9375 19316.64
7650.1875 17144.39
7651.4375 18096.91
7652.6875 19767.09
7653.9375 19492.4
7655.1875 18358.9
7656.4375 19698.54
7657.6875 20683.72
7658.9375 19177.2
7660.1875 17655.25
7661.4375 18526.1
7662.6875 19797.1
7663.9375 19597.37
7665.1875 18413.95
7666.4375 17863.02
7667.6875 19209.23
7668.9375 19186.18
7670.1875 18990.8
7671.4375 18501.53
7672.6875 19082.97
7673.9375 19291.82
7675.1875 18799.32
7676.4375 18549.29
7677.6875 18459.13
7678.9375 18549.41
7680.1875 18403.4
7681.4375 18470.88
7682.6875 18720.39
7683.9375 18139.01
7685.1875 18412.24
7686.4375 18844.86
7687.6875 18814.44
7688.9375 18678.72
7690.1875 18753.74
7691.4375 18356.77
7692.6875 18498.47
7693.9375 18112.44
7695.1875 18068.34
7696.4375 18062.6
7697.6875 17419.16
7698.9375 17110.59
7700.1875 17425.75
7701.4375 17893.98
7702.6875 17962.13
7703.9375 18155.6
7705.1875 18394.99
7706.4375 18317.67
7707.6875 18320.93
7708.9375 17576.6
7710.1875 17309.51
7711.4375 17611.52
7712.6875 18679.62
7713.9375 20100.79
7715.1875 18001.99
7716.4375 18178.65
7717.6875 20009.64
7718.9375 20744.21
7720.1875 18720.75
7721.4375 18043.27
7722.6875 17368.08
7723.9375 17653.08
7725.1875 18406.99
7726.4375 18653.22
7727.6875 19011.79
7728.9375 18051.99
7730.1875 18275.88
7731.4375 17941.74
7732.6875 17320.92
7733.9375 17569.23
7735.1875 17669.91
7736.4375 18273.47
7737.6875 18467.11
7738.9375 18256.36
7740.1875 18511.31
7741.4375 18448.08
7742.6875 18409.9
7743.9375 18241.46
7745.1875 17876.52
7746.4375 17802.65
7747.6875 16423.77
7748.9375 16533.01
7750.1875 18251.46
7751.4375 21536.76
7752.6875 21303.51
7753.9375 18469.05
7755.1875 17573.25
7756.4375 17918.48
7757.6875 17600.1
7758.9375 17755.12
7760.1875 19483.84
7761.4375 20007.43
7762.6875 18773.3
7763.9375 18078.23
7765.1875 18523.8
7766.4375 18371.03
7767.6875 18340.43
7768.9375 18102.24
7770.1875 18257.83
7771.4375 17731.21
7772.6875 18405.22
7773.9375 19229.13
7775.1875 19534.63
7776.4375 18413.77
7777.6875 17286.66
7778.9375 17206.54
7780.1875 17991.69
7781.4375 19035.13
7782.6875 18368.22
7783.9375 17795.1
7785.1875 19091.5
7786.4375 19667.08
7787.6875 19038.42
7788.9375 17953.71
7790.1875 17550.16
7791.4375 17032.68
7792.6875 17529.4
7793.9375 18262.63
7795.1875 20669.45
7796.4375 20267.28
7797.6875 18284.93
7798.9375 17862.85
7800.1875 18120.7
7801.4375 18119.85
7802.6875 18261.85
7803.9375 18060.83
7805.1875 17339.42
7806.4375 16842.03
7807.6875 16848.12
7808.9375 18577.1
7810.1875 19073.17
7811.4375 17878.53
7812.6875 17785.25
7813.9375 17743.0
7815.1875 18016.02
7816.4375 17856.72
7817.6875 17554.8
7818.9375 16578.82
7820.1875 17083.23
7821.4375 18463.17
7822.6875 21251.54
7823.9375 19686.65
7825.1875 17900.88
7826.4375 17908.47
7827.6875 17682.88
7828.9375 18149.03
7830.1875 18036.81
7831.4375 18063.64
7832.6875 17582.79
7833.9375 17674.59
7835.1875 18045.64
7836.4375 17944.95
7837.6875 17743.63
7838.9375 17327.83
7840.1875 17510.43
7841.4375 18602.93
7842.6875 19490.66
7843.9375 18266.57
7845.1875 17957.54
7846.4375 17774.22
7847.6875 17716.89
7848.9375 17491.49
7850.1875 17755.14
7851.4375 17268.57
7852.6875 18804.55
7853.9375 19846.95
7855.1875 21206.33
7856.4375 18451.37
7857.6875 17544.34
7858.9375 17361.48
7860.1875 18817.01
7861.4375 19787.61
7862.6875 19080.27
7863.9375 17972.73
7865.1875 17520.51
7866.4375 17182.77
7867.6875 16884.56
7868.9375 17097.18
7870.1875 17675.1
7871.4375 19346.19
7872.6875 19176.93
7873.9375 17832.21
7875.1875 17546.04
7876.4375 17004.39
7877.6875 17361.46
7878.9375 17851.2
7880.1875 18202.65
7881.4375 18309.52
7882.6875 19222.02
7883.9375 18441.89
7885.1875 17199.41
7886.4375 17263.46
7887.6875 16608.72
7888.9375 17072.3
7890.1875 18290.47
7891.4375 19778.32
7892.6875 18613.96
7893.9375 17605.52
7895.1875 17886.19
7896.4375 17647.27
7897.6875 17822.3
7898.9375 18175.59
7900.1875 17897.54
7901.4375 17362.84
7902.6875 17675.55
7903.9375 18118.88
7905.1875 17871.49
7906.4375 18116.75
7907.6875 17714.31
7908.9375 16877.3
7910.1875 16681.52
7911.4375 16707.45
7912.6875 18217.45
